Date,Headline Inflation
2009-06-21,20.74
2009-06-22,20.74
2009-06-23,20.74
2009-06-24,20.74
2009-06-25,20.74
2009-06-26,20.74
2009-06-27,20.74
2009-06-28,20.74
2009-06-29,20.74
2009-06-30,20.74
2009-07-01,20.5
2009-07-02,20.5
2009-07-03,20.5
2009-07-04,20.5
2009-07-05,20.5
2009-07-06,20.5
2009-07-07,20.5
2009-07-08,20.5
2009-07-09,20.5
2009-07-10,20.5
2009-07-11,20.5
2009-07-12,20.5
2009-07-13,20.5
2009-07-14,20.5
2009-07-15,20.5
2009-07-16,20.5
2009-07-17,20.5
2009-07-18,20.5
2009-07-19,20.5
2009-07-20,20.5
2009-07-21,20.5
2009-07-22,20.5
2009-07-23,20.5
2009-07-24,20.5
2009-07-25,20.5
2009-07-26,20.5
2009-07-27,20.5
2009-07-28,20.5
2009-07-29,20.5
2009-07-30,20.5
2009-07-31,20.5
2009-08-01,19.65
2009-08-02,19.65
2009-08-03,19.65
2009-08-04,19.65
2009-08-05,19.65
2009-08-06,19.65
2009-08-07,19.65
2009-08-08,19.65
2009-08-09,19.65
2009-08-10,19.65
2009-08-11,19.65
2009-08-12,19.65
2009-08-13,19.65
2009-08-14,19.65
2009-08-15,19.65
2009-08-16,19.65
2009-08-17,19.65
2009-08-18,19.65
2009-08-19,19.65
2009-08-20,19.65
2009-08-21,19.65
2009-08-22,19.65
2009-08-23,19.65
2009-08-24,19.65
2009-08-25,19.65
2009-08-26,19.65
2009-08-27,19.65
2009-08-28,19.65
2009-08-29,19.65
2009-08-30,19.65
2009-08-31,19.65
2009-09-01,18.37
2009-09-02,18.37
2009-09-03,18.37
2009-09-04,18.37
2009-09-05,18.37
2009-09-06,18.37
2009-09-07,18.37
2009-09-08,18.37
2009-09-09,18.37
2009-09-10,18.37
2009-09-11,18.37
2009-09-12,18.37
2009-09-13,18.37
2009-09-14,18.37
2009-09-15,18.37
2009-09-16,18.37
2009-09-17,18.37
2009-09-18,18.37
2009-09-19,18.37
2009-09-20,18.37
2009-09-21,18.37
2009-09-22,18.37
2009-09-23,18.37
2009-09-24,18.37
2009-09-25,18.37
2009-09-26,18.37
2009-09-27,18.37
2009-09-28,18.37
2009-09-29,18.37
2009-09-30,18.37
2009-10-01,18.04
2009-10-02,18.04
2009-10-03,18.04
2009-10-04,18.04
2009-10-05,18.04
2009-10-06,18.04
2009-10-07,18.04
2009-10-08,18.04
2009-10-09,18.04
2009-10-10,18.04
2009-10-11,18.04
2009-10-12,18.04
2009-10-13,18.04
2009-10-14,18.04
2009-10-15,18.04
2009-10-16,18.04
2009-10-17,18.04
2009-10-18,18.04
2009-10-19,18.04
2009-10-20,18.04
2009-10-21,18.04
2009-10-22,18.04
2009-10-23,18.04
2009-10-24,18.04
2009-10-25,18.04
2009-10-26,18.04
2009-10-27,18.04
2009-10-28,18.04
2009-10-29,18.04
2009-10-30,18.04
2009-10-31,18.04
2009-11-01,16.92
2009-11-02,16.92
2009-11-03,16.92
2009-11-04,16.92
2009-11-05,16.92
2009-11-06,16.92
2009-11-07,16.92
2009-11-08,16.92
2009-11-09,16.92
2009-11-10,16.92
2009-11-11,16.92
2009-11-12,16.92
2009-11-13,16.92
2009-11-14,16.92
2009-11-15,16.92
2009-11-16,16.92
2009-11-17,16.92
2009-11-18,16.92
2009-11-19,16.92
2009-11-20,16.92
2009-11-21,16.92
2009-11-22,16.92
2009-11-23,16.92
2009-11-24,16.92
2009-11-25,16.92
2009-11-26,16.92
2009-11-27,16.92
2009-11-28,16.92
2009-11-29,16.92
2009-11-30,16.92
2009-12-01,15.97
2009-12-02,15.97
2009-12-03,15.97
2009-12-04,15.97
2009-12-05,15.97
2009-12-06,15.97
2009-12-07,15.97
2009-12-08,15.97
2009-12-09,15.97
2009-12-10,15.97
2009-12-11,15.97
2009-12-12,15.97
2009-12-13,15.97
2009-12-14,15.97
2009-12-15,15.97
2009-12-16,15.97
2009-12-17,15.97
2009-12-18,15.97
2009-12-19,15.97
2009-12-20,15.97
2009-12-21,15.97
2009-12-22,15.97
2009-12-23,15.97
2009-12-24,15.97
2009-12-25,15.97
2009-12-26,15.97
2009-12-27,15.97
2009-12-28,15.97
2009-12-29,15.97
2009-12-30,15.97
2009-12-31,15.97
2010-01-01,14.78
2010-01-02,14.78
2010-01-03,14.78
2010-01-04,14.78
2010-01-05,14.78
2010-01-06,14.78
2010-01-07,14.78
2010-01-08,14.78
2010-01-09,14.78
2010-01-10,14.78
2010-01-11,14.78
2010-01-12,14.78
2010-01-13,14.78
2010-01-14,14.78
2010-01-15,14.78
2010-01-16,14.78
2010-01-17,14.78
2010-01-18,14.78
2010-01-19,14.78
2010-01-20,14.78
2010-01-21,14.78
2010-01-22,14.78
2010-01-23,14.78
2010-01-24,14.78
2010-01-25,14.78
2010-01-26,14.78
2010-01-27,14.78
2010-01-28,14.78
2010-01-29,14.78
2010-01-30,14.78
2010-01-31,14.78
2010-02-01,14.23
2010-02-02,14.23
2010-02-03,14.23
2010-02-04,14.23
2010-02-05,14.23
2010-02-06,14.23
2010-02-07,14.23
2010-02-08,14.23
2010-02-09,14.23
2010-02-10,14.23
2010-02-11,14.23
2010-02-12,14.23
2010-02-13,14.23
2010-02-14,14.23
2010-02-15,14.23
2010-02-16,14.23
2010-02-17,14.23
2010-02-18,14.23
2010-02-19,14.23
2010-02-20,14.23
2010-02-21,14.23
2010-02-22,14.23
2010-02-23,14.23
2010-02-24,14.23
2010-02-25,14.23
2010-02-26,14.23
2010-02-27,14.23
2010-02-28,14.23
2010-03-01,13.32
2010-03-02,13.32
2010-03-03,13.32
2010-03-04,13.32
2010-03-05,13.32
2010-03-06,13.32
2010-03-07,13.32
2010-03-08,13.32
2010-03-09,13.32
2010-03-10,13.32
2010-03-11,13.32
2010-03-12,13.32
2010-03-13,13.32
2010-03-14,13.32
2010-03-15,13.32
2010-03-16,13.32
2010-03-17,13.32
2010-03-18,13.32
2010-03-19,13.32
2010-03-20,13.32
2010-03-21,13.32
2010-03-22,13.32
2010-03-23,13.32
2010-03-24,13.32
2010-03-25,13.32
2010-03-26,13.32
2010-03-27,13.32
2010-03-28,13.32
2010-03-29,13.32
2010-03-30,13.32
2010-03-31,13.32
2010-04-01,11.66
2010-04-02,11.66
2010-04-03,11.66
2010-04-04,11.66
2010-04-05,11.66
2010-04-06,11.66
2010-04-07,11.66
2010-04-08,11.66
2010-04-09,11.66
2010-04-10,11.66
2010-04-11,11.66
2010-04-12,11.66
2010-04-13,11.66
2010-04-14,11.66
2010-04-15,11.66
2010-04-16,11.66
2010-04-17,11.66
2010-04-18,11.66
2010-04-19,11.66
2010-04-20,11.66
2010-04-21,11.66
2010-04-22,11.66
2010-04-23,11.66
2010-04-24,11.66
2010-04-25,11.66
2010-04-26,11.66
2010-04-27,11.66
2010-04-28,11.66
2010-04-29,11.66
2010-04-30,11.66
2010-05-01,10.68
2010-05-02,10.68
2010-05-03,10.68
2010-05-04,10.68
2010-05-05,10.68
2010-05-06,10.68
2010-05-07,10.68
2010-05-08,10.68
2010-05-09,10.68
2010-05-10,10.68
2010-05-11,10.68
2010-05-12,10.68
2010-05-13,10.68
2010-05-14,10.68
2010-05-15,10.68
2010-05-16,10.68
2010-05-17,10.68
2010-05-18,10.68
2010-05-19,10.68
2010-05-20,10.68
2010-05-21,10.68
2010-05-22,10.68
2010-05-23,10.68
2010-05-24,10.68
2010-05-25,10.68
2010-05-26,10.68
2010-05-27,10.68
2010-05-28,10.68
2010-05-29,10.68
2010-05-30,10.68
2010-05-31,10.68
2010-06-01,9.52
2010-06-02,9.52
2010-06-03,9.52
2010-06-04,9.52
2010-06-05,9.52
2010-06-06,9.52
2010-06-07,9.52
2010-06-08,9.52
2010-06-09,9.52
2010-06-10,9.52
2010-06-11,9.52
2010-06-12,9.52
2010-06-13,9.52
2010-06-14,9.52
2010-06-15,9.52
2010-06-16,9.52
2010-06-17,9.52
2010-06-18,9.52
2010-06-19,9.52
2010-06-20,9.52
2010-06-21,9.52
2010-06-22,9.52
2010-06-23,9.52
2010-06-24,9.52
2010-06-25,9.52
2010-06-26,9.52
2010-06-27,9.52
2010-06-28,9.52
2010-06-29,9.52
2010-06-30,9.52
2010-07-01,9.46
2010-07-02,9.46
2010-07-03,9.46
2010-07-04,9.46
2010-07-05,9.46
2010-07-06,9.46
2010-07-07,9.46
2010-07-08,9.46
2010-07-09,9.46
2010-07-10,9.46
2010-07-11,9.46
2010-07-12,9.46
2010-07-13,9.46
2010-07-14,9.46
2010-07-15,9.46
2010-07-16,9.46
2010-07-17,9.46
2010-07-18,9.46
2010-07-19,9.46
2010-07-20,9.46
2010-07-21,9.46
2010-07-22,9.46
2010-07-23,9.46
2010-07-24,9.46
2010-07-25,9.46
2010-07-26,9.46
2010-07-27,9.46
2010-07-28,9.46
2010-07-29,9.46
2010-07-30,9.46
2010-07-31,9.46
2010-08-01,9.44
2010-08-02,9.44
2010-08-03,9.44
2010-08-04,9.44
2010-08-05,9.44
2010-08-06,9.44
2010-08-07,9.44
2010-08-08,9.44
2010-08-09,9.44
2010-08-10,9.44
2010-08-11,9.44
2010-08-12,9.44
2010-08-13,9.44
2010-08-14,9.44
2010-08-15,9.44
2010-08-16,9.44
2010-08-17,9.44
2010-08-18,9.44
2010-08-19,9.44
2010-08-20,9.44
2010-08-21,9.44
2010-08-22,9.44
2010-08-23,9.44
2010-08-24,9.44
2010-08-25,9.44
2010-08-26,9.44
2010-08-27,9.44
2010-08-28,9.44
2010-08-29,9.44
2010-08-30,9.44
2010-08-31,9.44
2010-09-01,9.38
2010-09-02,9.38
2010-09-03,9.38
2010-09-04,9.38
2010-09-05,9.38
2010-09-06,9.38
2010-09-07,9.38
2010-09-08,9.38
2010-09-09,9.38
2010-09-10,9.38
2010-09-11,9.38
2010-09-12,9.38
2010-09-13,9.38
2010-09-14,9.38
2010-09-15,9.38
2010-09-16,9.38
2010-09-17,9.38
2010-09-18,9.38
2010-09-19,9.38
2010-09-20,9.38
2010-09-21,9.38
2010-09-22,9.38
2010-09-23,9.38
2010-09-24,9.38
2010-09-25,9.38
2010-09-26,9.38
2010-09-27,9.38
2010-09-28,9.38
2010-09-29,9.38
2010-09-30,9.38
2010-10-01,9.38
2010-10-02,9.38
2010-10-03,9.38
2010-10-04,9.38
2010-10-05,9.38
2010-10-06,9.38
2010-10-07,9.38
2010-10-08,9.38
2010-10-09,9.38
2010-10-10,9.38
2010-10-11,9.38
2010-10-12,9.38
2010-10-13,9.38
2010-10-14,9.38
2010-10-15,9.38
2010-10-16,9.38
2010-10-17,9.38
2010-10-18,9.38
2010-10-19,9.38
2010-10-20,9.38
2010-10-21,9.38
2010-10-22,9.38
2010-10-23,9.38
2010-10-24,9.38
2010-10-25,9.38
2010-10-26,9.38
2010-10-27,9.38
2010-10-28,9.38
2010-10-29,9.38
2010-10-30,9.38
2010-10-31,9.38
2010-11-01,9.08
2010-11-02,9.08
2010-11-03,9.08
2010-11-04,9.08
2010-11-05,9.08
2010-11-06,9.08
2010-11-07,9.08
2010-11-08,9.08
2010-11-09,9.08
2010-11-10,9.08
2010-11-11,9.08
2010-11-12,9.08
2010-11-13,9.08
2010-11-14,9.08
2010-11-15,9.08
2010-11-16,9.08
2010-11-17,9.08
2010-11-18,9.08
2010-11-19,9.08
2010-11-20,9.08
2010-11-21,9.08
2010-11-22,9.08
2010-11-23,9.08
2010-11-24,9.08
2010-11-25,9.08
2010-11-26,9.08
2010-11-27,9.08
2010-11-28,9.08
2010-11-29,9.08
2010-11-30,9.08
2010-12-01,8.58
2010-12-02,8.58
2010-12-03,8.58
2010-12-04,8.58
2010-12-05,8.58
2010-12-06,8.58
2010-12-07,8.58
2010-12-08,8.58
2010-12-09,8.58
2010-12-10,8.58
2010-12-11,8.58
2010-12-12,8.58
2010-12-13,8.58
2010-12-14,8.58
2010-12-15,8.58
2010-12-16,8.58
2010-12-17,8.58
2010-12-18,8.58
2010-12-19,8.58
2010-12-20,8.58
2010-12-21,8.58
2010-12-22,8.58
2010-12-23,8.58
2010-12-24,8.58
2010-12-25,8.58
2010-12-26,8.58
2010-12-27,8.58
2010-12-28,8.58
2010-12-29,8.58
2010-12-30,8.58
2010-12-31,8.58
2011-01-01,9.08
2011-01-02,9.08
2011-01-03,9.08
2011-01-04,9.08
2011-01-05,9.08
2011-01-06,9.08
2011-01-07,9.08
2011-01-08,9.08
2011-01-09,9.08
2011-01-10,9.08
2011-01-11,9.08
2011-01-12,9.08
2011-01-13,9.08
2011-01-14,9.08
2011-01-15,9.08
2011-01-16,9.08
2011-01-17,9.08
2011-01-18,9.08
2011-01-19,9.08
2011-01-20,9.08
2011-01-21,9.08
2011-01-22,9.08
2011-01-23,9.08
2011-01-24,9.08
2011-01-25,9.08
2011-01-26,9.08
2011-01-27,9.08
2011-01-28,9.08
2011-01-29,9.08
2011-01-30,9.08
2011-01-31,9.08
2011-02-01,9.16
2011-02-02,9.16
2011-02-03,9.16
2011-02-04,9.16
2011-02-05,9.16
2011-02-06,9.16
2011-02-07,9.16
2011-02-08,9.16
2011-02-09,9.16
2011-02-10,9.16
2011-02-11,9.16
2011-02-12,9.16
2011-02-13,9.16
2011-02-14,9.16
2011-02-15,9.16
2011-02-16,9.16
2011-02-17,9.16
2011-02-18,9.16
2011-02-19,9.16
2011-02-20,9.16
2011-02-21,9.16
2011-02-22,9.16
2011-02-23,9.16
2011-02-24,9.16
2011-02-25,9.16
2011-02-26,9.16
2011-02-27,9.16
2011-02-28,9.16
2011-03-01,9.13
2011-03-02,9.13
2011-03-03,9.13
2011-03-04,9.13
2011-03-05,9.13
2011-03-06,9.13
2011-03-07,9.13
2011-03-08,9.13
2011-03-09,9.13
2011-03-10,9.13
2011-03-11,9.13
2011-03-12,9.13
2011-03-13,9.13
2011-03-14,9.13
2011-03-15,9.13
2011-03-16,9.13
2011-03-17,9.13
2011-03-18,9.13
2011-03-19,9.13
2011-03-20,9.13
2011-03-21,9.13
2011-03-22,9.13
2011-03-23,9.13
2011-03-24,9.13
2011-03-25,9.13
2011-03-26,9.13
2011-03-27,9.13
2011-03-28,9.13
2011-03-29,9.13
2011-03-30,9.13
2011-03-31,9.13
2011-04-01,9.02
2011-04-02,9.02
2011-04-03,9.02
2011-04-04,9.02
2011-04-05,9.02
2011-04-06,9.02
2011-04-07,9.02
2011-04-08,9.02
2011-04-09,9.02
2011-04-10,9.02
2011-04-11,9.02
2011-04-12,9.02
2011-04-13,9.02
2011-04-14,9.02
2011-04-15,9.02
2011-04-16,9.02
2011-04-17,9.02
2011-04-18,9.02
2011-04-19,9.02
2011-04-20,9.02
2011-04-21,9.02
2011-04-22,9.02
2011-04-23,9.02
2011-04-24,9.02
2011-04-25,9.02
2011-04-26,9.02
2011-04-27,9.02
2011-04-28,9.02
2011-04-29,9.02
2011-04-30,9.02
2011-05-01,8.9
2011-05-02,8.9
2011-05-03,8.9
2011-05-04,8.9
2011-05-05,8.9
2011-05-06,8.9
2011-05-07,8.9
2011-05-08,8.9
2011-05-09,8.9
2011-05-10,8.9
2011-05-11,8.9
2011-05-12,8.9
2011-05-13,8.9
2011-05-14,8.9
2011-05-15,8.9
2011-05-16,8.9
2011-05-17,8.9
2011-05-18,8.9
2011-05-19,8.9
2011-05-20,8.9
2011-05-21,8.9
2011-05-22,8.9
2011-05-23,8.9
2011-05-24,8.9
2011-05-25,8.9
2011-05-26,8.9
2011-05-27,8.9
2011-05-28,8.9
2011-05-29,8.9
2011-05-30,8.9
2011-05-31,8.9
2011-06-01,8.59
2011-06-02,8.59
2011-06-03,8.59
2011-06-04,8.59
2011-06-05,8.59
2011-06-06,8.59
2011-06-07,8.59
2011-06-08,8.59
2011-06-09,8.59
2011-06-10,8.59
2011-06-11,8.59
2011-06-12,8.59
2011-06-13,8.59
2011-06-14,8.59
2011-06-15,8.59
2011-06-16,8.59
2011-06-17,8.59
2011-06-18,8.59
2011-06-19,8.59
2011-06-20,8.59
2011-06-21,8.59
2011-06-22,8.59
2011-06-23,8.59
2011-06-24,8.59
2011-06-25,8.59
2011-06-26,8.59
2011-06-27,8.59
2011-06-28,8.59
2011-06-29,8.59
2011-06-30,8.59
2011-07-01,8.39
2011-07-02,8.39
2011-07-03,8.39
2011-07-04,8.39
2011-07-05,8.39
2011-07-06,8.39
2011-07-07,8.39
2011-07-08,8.39
2011-07-09,8.39
2011-07-10,8.39
2011-07-11,8.39
2011-07-12,8.39
2011-07-13,8.39
2011-07-14,8.39
2011-07-15,8.39
2011-07-16,8.39
2011-07-17,8.39
2011-07-18,8.39
2011-07-19,8.39
2011-07-20,8.39
2011-07-21,8.39
2011-07-22,8.39
2011-07-23,8.39
2011-07-24,8.39
2011-07-25,8.39
2011-07-26,8.39
2011-07-27,8.39
2011-07-28,8.39
2011-07-29,8.39
2011-07-30,8.39
2011-07-31,8.39
2011-08-01,8.41
2011-08-02,8.41
2011-08-03,8.41
2011-08-04,8.41
2011-08-05,8.41
2011-08-06,8.41
2011-08-07,8.41
2011-08-08,8.41
2011-08-09,8.41
2011-08-10,8.41
2011-08-11,8.41
2011-08-12,8.41
2011-08-13,8.41
2011-08-14,8.41
2011-08-15,8.41
2011-08-16,8.41
2011-08-17,8.41
2011-08-18,8.41
2011-08-19,8.41
2011-08-20,8.41
2011-08-21,8.41
2011-08-22,8.41
2011-08-23,8.41
2011-08-24,8.41
2011-08-25,8.41
2011-08-26,8.41
2011-08-27,8.41
2011-08-28,8.41
2011-08-29,8.41
2011-08-30,8.41
2011-08-31,8.41
2011-09-01,8.4
2011-09-02,8.4
2011-09-03,8.4
2011-09-04,8.4
2011-09-05,8.4
2011-09-06,8.4
2011-09-07,8.4
2011-09-08,8.4
2011-09-09,8.4
2011-09-10,8.4
2011-09-11,8.4
2011-09-12,8.4
2011-09-13,8.4
2011-09-14,8.4
2011-09-15,8.4
2011-09-16,8.4
2011-09-17,8.4
2011-09-18,8.4
2011-09-19,8.4
2011-09-20,8.4
2011-09-21,8.4
2011-09-22,8.4
2011-09-23,8.4
2011-09-24,8.4
2011-09-25,8.4
2011-09-26,8.4
2011-09-27,8.4
2011-09-28,8.4
2011-09-29,8.4
2011-09-30,8.4
2011-10-01,8.56
2011-10-02,8.56
2011-10-03,8.56
2011-10-04,8.56
2011-10-05,8.56
2011-10-06,8.56
2011-10-07,8.56
2011-10-08,8.56
2011-10-09,8.56
2011-10-10,8.56
2011-10-11,8.56
2011-10-12,8.56
2011-10-13,8.56
2011-10-14,8.56
2011-10-15,8.56
2011-10-16,8.56
2011-10-17,8.56
2011-10-18,8.56
2011-10-19,8.56
2011-10-20,8.56
2011-10-21,8.56
2011-10-22,8.56
2011-10-23,8.56
2011-10-24,8.56
2011-10-25,8.56
2011-10-26,8.56
2011-10-27,8.56
2011-10-28,8.56
2011-10-29,8.56
2011-10-30,8.56
2011-10-31,8.56
2011-11-01,8.55
2011-11-02,8.55
2011-11-03,8.55
2011-11-04,8.55
2011-11-05,8.55
2011-11-06,8.55
2011-11-07,8.55
2011-11-08,8.55
2011-11-09,8.55
2011-11-10,8.55
2011-11-11,8.55
2011-11-12,8.55
2011-11-13,8.55
2011-11-14,8.55
2011-11-15,8.55
2011-11-16,8.55
2011-11-17,8.55
2011-11-18,8.55
2011-11-19,8.55
2011-11-20,8.55
2011-11-21,8.55
2011-11-22,8.55
2011-11-23,8.55
2011-11-24,8.55
2011-11-25,8.55
2011-11-26,8.55
2011-11-27,8.55
2011-11-28,8.55
2011-11-29,8.55
2011-11-30,8.55
2011-12-01,8.58
2011-12-02,8.58
2011-12-03,8.58
2011-12-04,8.58
2011-12-05,8.58
2011-12-06,8.58
2011-12-07,8.58
2011-12-08,8.58
2011-12-09,8.58
2011-12-10,8.58
2011-12-11,8.58
2011-12-12,8.58
2011-12-13,8.58
2011-12-14,8.58
2011-12-15,8.58
2011-12-16,8.58
2011-12-17,8.58
2011-12-18,8.58
2011-12-19,8.58
2011-12-20,8.58
2011-12-21,8.58
2011-12-22,8.58
2011-12-23,8.58
2011-12-24,8.58
2011-12-25,8.58
2011-12-26,8.58
2011-12-27,8.58
2011-12-28,8.58
2011-12-29,8.58
2011-12-30,8.58
2011-12-31,8.58
2012-01-01,8.73
2012-01-02,8.73
2012-01-03,8.73
2012-01-04,8.73
2012-01-05,8.73
2012-01-06,8.73
2012-01-07,8.73
2012-01-08,8.73
2012-01-09,8.73
2012-01-10,8.73
2012-01-11,8.73
2012-01-12,8.73
2012-01-13,8.73
2012-01-14,8.73
2012-01-15,8.73
2012-01-16,8.73
2012-01-17,8.73
2012-01-18,8.73
2012-01-19,8.73
2012-01-20,8.73
2012-01-21,8.73
2012-01-22,8.73
2012-01-23,8.73
2012-01-24,8.73
2012-01-25,8.73
2012-01-26,8.73
2012-01-27,8.73
2012-01-28,8.73
2012-01-29,8.73
2012-01-30,8.73
2012-01-31,8.73
2012-02-01,8.64
2012-02-02,8.64
2012-02-03,8.64
2012-02-04,8.64
2012-02-05,8.64
2012-02-06,8.64
2012-02-07,8.64
2012-02-08,8.64
2012-02-09,8.64
2012-02-10,8.64
2012-02-11,8.64
2012-02-12,8.64
2012-02-13,8.64
2012-02-14,8.64
2012-02-15,8.64
2012-02-16,8.64
2012-02-17,8.64
2012-02-18,8.64
2012-02-19,8.64
2012-02-20,8.64
2012-02-21,8.64
2012-02-22,8.64
2012-02-23,8.64
2012-02-24,8.64
2012-02-25,8.64
2012-02-26,8.64
2012-02-27,8.64
2012-02-28,8.64
2012-02-29,8.64
2012-03-01,8.78
2012-03-02,8.78
2012-03-03,8.78
2012-03-04,8.78
2012-03-05,8.78
2012-03-06,8.78
2012-03-07,8.78
2012-03-08,8.78
2012-03-09,8.78
2012-03-10,8.78
2012-03-11,8.78
2012-03-12,8.78
2012-03-13,8.78
2012-03-14,8.78
2012-03-15,8.78
2012-03-16,8.78
2012-03-17,8.78
2012-03-18,8.78
2012-03-19,8.78
2012-03-20,8.78
2012-03-21,8.78
2012-03-22,8.78
2012-03-23,8.78
2012-03-24,8.78
2012-03-25,8.78
2012-03-26,8.78
2012-03-27,8.78
2012-03-28,8.78
2012-03-29,8.78
2012-03-30,8.78
2012-03-31,8.78
2012-04-01,9.11
2012-04-02,9.11
2012-04-03,9.11
2012-04-04,9.11
2012-04-05,9.11
2012-04-06,9.11
2012-04-07,9.11
2012-04-08,9.11
2012-04-09,9.11
2012-04-10,9.11
2012-04-11,9.11
2012-04-12,9.11
2012-04-13,9.11
2012-04-14,9.11
2012-04-15,9.11
2012-04-16,9.11
2012-04-17,9.11
2012-04-18,9.11
2012-04-19,9.11
2012-04-20,9.11
2012-04-21,9.11
2012-04-22,9.11
2012-04-23,9.11
2012-04-24,9.11
2012-04-25,9.11
2012-04-26,9.11
2012-04-27,9.11
2012-04-28,9.11
2012-04-29,9.11
2012-04-30,9.11
2012-05-01,9.34
2012-05-02,9.34
2012-05-03,9.34
2012-05-04,9.34
2012-05-05,9.34
2012-05-06,9.34
2012-05-07,9.34
2012-05-08,9.34
2012-05-09,9.34
2012-05-10,9.34
2012-05-11,9.34
2012-05-12,9.34
2012-05-13,9.34
2012-05-14,9.34
2012-05-15,9.34
2012-05-16,9.34
2012-05-17,9.34
2012-05-18,9.34
2012-05-19,9.34
2012-05-20,9.34
2012-05-21,9.34
2012-05-22,9.34
2012-05-23,9.34
2012-05-24,9.34
2012-05-25,9.34
2012-05-26,9.34
2012-05-27,9.34
2012-05-28,9.34
2012-05-29,9.34
2012-05-30,9.34
2012-05-31,9.34
2012-06-01,9.44
2012-06-02,9.44
2012-06-03,9.44
2012-06-04,9.44
2012-06-05,9.44
2012-06-06,9.44
2012-06-07,9.44
2012-06-08,9.44
2012-06-09,9.44
2012-06-10,9.44
2012-06-11,9.44
2012-06-12,9.44
2012-06-13,9.44
2012-06-14,9.44
2012-06-15,9.44
2012-06-16,9.44
2012-06-17,9.44
2012-06-18,9.44
2012-06-19,9.44
2012-06-20,9.44
2012-06-21,9.44
2012-06-22,9.44
2012-06-23,9.44
2012-06-24,9.44
2012-06-25,9.44
2012-06-26,9.44
2012-06-27,9.44
2012-06-28,9.44
2012-06-29,9.44
2012-06-30,9.44
2012-07-01,9.54
2012-07-02,9.54
2012-07-03,9.54
2012-07-04,9.54
2012-07-05,9.54
2012-07-06,9.54
2012-07-07,9.54
2012-07-08,9.54
2012-07-09,9.54
2012-07-10,9.54
2012-07-11,9.54
2012-07-12,9.54
2012-07-13,9.54
2012-07-14,9.54
2012-07-15,9.54
2012-07-16,9.54
2012-07-17,9.54
2012-07-18,9.54
2012-07-19,9.54
2012-07-20,9.54
2012-07-21,9.54
2012-07-22,9.54
2012-07-23,9.54
2012-07-24,9.54
2012-07-25,9.54
2012-07-26,9.54
2012-07-27,9.54
2012-07-28,9.54
2012-07-29,9.54
2012-07-30,9.54
2012-07-31,9.54
2012-08-01,9.46
2012-08-02,9.46
2012-08-03,9.46
2012-08-04,9.46
2012-08-05,9.46
2012-08-06,9.46
2012-08-07,9.46
2012-08-08,9.46
2012-08-09,9.46
2012-08-10,9.46
2012-08-11,9.46
2012-08-12,9.46
2012-08-13,9.46
2012-08-14,9.46
2012-08-15,9.46
2012-08-16,9.46
2012-08-17,9.46
2012-08-18,9.46
2012-08-19,9.46
2012-08-20,9.46
2012-08-21,9.46
2012-08-22,9.46
2012-08-23,9.46
2012-08-24,9.46
2012-08-25,9.46
2012-08-26,9.46
2012-08-27,9.46
2012-08-28,9.46
2012-08-29,9.46
2012-08-30,9.46
2012-08-31,9.46
2012-09-01,9.43
2012-09-02,9.43
2012-09-03,9.43
2012-09-04,9.43
2012-09-05,9.43
2012-09-06,9.43
2012-09-07,9.43
2012-09-08,9.43
2012-09-09,9.43
2012-09-10,9.43
2012-09-11,9.43
2012-09-12,9.43
2012-09-13,9.43
2012-09-14,9.43
2012-09-15,9.43
2012-09-16,9.43
2012-09-17,9.43
2012-09-18,9.43
2012-09-19,9.43
2012-09-20,9.43
2012-09-21,9.43
2012-09-22,9.43
2012-09-23,9.43
2012-09-24,9.43
2012-09-25,9.43
2012-09-26,9.43
2012-09-27,9.43
2012-09-28,9.43
2012-09-29,9.43
2012-09-30,9.43
2012-10-01,9.24
2012-10-02,9.24
2012-10-03,9.24
2012-10-04,9.24
2012-10-05,9.24
2012-10-06,9.24
2012-10-07,9.24
2012-10-08,9.24
2012-10-09,9.24
2012-10-10,9.24
2012-10-11,9.24
2012-10-12,9.24
2012-10-13,9.24
2012-10-14,9.24
2012-10-15,9.24
2012-10-16,9.24
2012-10-17,9.24
2012-10-18,9.24
2012-10-19,9.24
2012-10-20,9.24
2012-10-21,9.24
2012-10-22,9.24
2012-10-23,9.24
2012-10-24,9.24
2012-10-25,9.24
2012-10-26,9.24
2012-10-27,9.24
2012-10-28,9.24
2012-10-29,9.24
2012-10-30,9.24
2012-10-31,9.24
2012-11-01,9.31
2012-11-02,9.31
2012-11-03,9.31
2012-11-04,9.31
2012-11-05,9.31
2012-11-06,9.31
2012-11-07,9.31
2012-11-08,9.31
2012-11-09,9.31
2012-11-10,9.31
2012-11-11,9.31
2012-11-12,9.31
2012-11-13,9.31
2012-11-14,9.31
2012-11-15,9.31
2012-11-16,9.31
2012-11-17,9.31
2012-11-18,9.31
2012-11-19,9.31
2012-11-20,9.31
2012-11-21,9.31
2012-11-22,9.31
2012-11-23,9.31
2012-11-24,9.31
2012-11-25,9.31
2012-11-26,9.31
2012-11-27,9.31
2012-11-28,9.31
2012-11-29,9.31
2012-11-30,9.31
2012-12-01,8.84
2012-12-02,8.84
2012-12-03,8.84
2012-12-04,8.84
2012-12-05,8.84
2012-12-06,8.84
2012-12-07,8.84
2012-12-08,8.84
2012-12-09,8.84
2012-12-10,8.84
2012-12-11,8.84
2012-12-12,8.84
